world-universities copy,Name,web_pages,url_status_codes,all_urls_valid
CO,Escuela de Ingenier√≠a de Antioquia,https://www.eia.edu.co/,[200],TRUE
CO,Escuela Superiore de Administraci√≥n P√∫blica,https://www.esap.edu.co/,[200],TRUE
CO,Escuela Colombiana de Ingenier√≠a Julio Garavito,https://www.escuelaing.edu.co/,[200],TRUE
CO,Universidad Aut√≥noma de Colombia,https://www.fuac.edu.co/,[200],TRUE
CO,Fundaci√≥n Universitaria del Area Andina. Sede Pereira,https://www.funandi.edu.co/,['ERROR: ConnectionError'],FALSE
CO,Fundaci√≥n Universitaria Luis Amig√≥,https://www.funlam.edu.co/,[200],TRUE
CO,Instituci√≥n Universitaria Iberoamericana,https://www.iberoamericana.edu.co/,['ERROR: SSLError'],FALSE
CO,Centro de Estudios Investigaci√≥n y Tecnolog√≠a (CEIT),https://www.iceit.edu.co/,['ERROR: ConnectionError'],FALSE
CO,Instituto Tecnol√≥gico Metropolitano,https://www.itm.edu.co/,['ERROR: SSLError'],FALSE
CO,Polit√©cnico Grancolombiano - Instituci√≥n Universitaria,https://www.poligran.edu.co/,[200],TRUE
CO,"Polit√©cnico Columbiano ""Jaime Isaza Cadavid""",https://www.politecjic.edu.co/,['ERROR: ConnectionError'],FALSE
